param_value,metric,start_weight,end_weight,width
0.2,accuracy,0.0013234679170816,0.0062274905993469,0.0049040226822653
0.2,f1,0.0017499046720612,0.0058010538443673,0.0040511491723060995
0.2,mcc,0.0022829506157857,0.0058010538443673,0.0035181032285815997
0.3,accuracy,0.001237675907204,0.004080587607068,0.002842911699864
0.3,f1,0.001237675907204,0.004080587607068,0.002842911699864
0.3,mcc,0.001237675907204,0.0035830780595918,0.0023454021523878
0.4,accuracy,0.0008216477416581,0.0032736590827908,0.0024520113411327002
0.4,f1,0.0008216477416581,0.0032736590827908,0.0024520113411327002
0.4,mcc,0.0009815615247755,0.0028472223278112,0.0018656608030357
